_id,beachid,beachname,sitename,collectiondate,ecoli,comments,loc_type,longitude,latitude
6505,1,Marie Curtis Park East Beach,29W,2019-08-10,10.0,<10,Point,-79.539696,43.58592
6506,1,Marie Curtis Park East Beach,33W,2019-08-10,10.0,<10,Point,-79.540886,43.58486
6507,1,Marie Curtis Park East Beach,32W,2019-08-10,10.0,<10,Point,-79.54056,43.58511
6508,1,Marie Curtis Park East Beach,31W,2019-08-10,10.0,<10,Point,-79.54039,43.585304
6513,2,Sunnyside Beach,19W,2019-08-10,10.0,<10,Point,-79.45411,43.63711
6541,1,Marie Curtis Park East Beach,29W,2019-08-07,1000.0,>,Point,-79.539696,43.58592
6542,1,Marie Curtis Park East Beach,33W,2019-08-07,1000.0,>,Point,-79.540886,43.58486
6543,1,Marie Curtis Park East Beach,32W,2019-08-07,1000.0,>,Point,-79.54056,43.58511
6544,1,Marie Curtis Park East Beach,31W,2019-08-07,1000.0,>,Point,-79.54039,43.585304
6545,1,Marie Curtis Park East Beach,30W,2019-08-07,1000.0,>,Point,-79.540054,43.58561
6553,1,Marie Curtis Park East Beach,29W,2019-08-06,10.0,<,Point,-79.539696,43.58592
6554,1,Marie Curtis Park East Beach,33W,2019-08-06,10.0,<,Point,-79.540886,43.58486
6555,1,Marie Curtis Park East Beach,32W,2019-08-06,10.0,<,Point,-79.54056,43.58511
6556,1,Marie Curtis Park East Beach,31W,2019-08-06,10.0,<,Point,-79.54039,43.585304
6557,1,Marie Curtis Park East Beach,30W,2019-08-06,10.0,<,Point,-79.540054,43.58561
6572,2,Sunnyside Beach,18W,2019-08-05,10.0,<,Point,-79.45267,43.636612
6574,2,Sunnyside Beach,20W,2019-08-05,10.0,<,Point,-79.45564,43.637165
6577,1,Marie Curtis Park East Beach,29W,2019-08-04,10.0,<10,Point,-79.539696,43.58592
6578,1,Marie Curtis Park East Beach,33W,2019-08-04,10.0,<10,Point,-79.540886,43.58486
6579,1,Marie Curtis Park East Beach,32W,2019-08-04,10.0,<10,Point,-79.54056,43.58511
6581,1,Marie Curtis Park East Beach,30W,2019-08-04,10.0,<10,Point,-79.540054,43.58561
6601,1,Marie Curtis Park East Beach,29W,2019-08-02,10.0,<,Point,-79.539696,43.58592
6605,1,Marie Curtis Park East Beach,30W,2019-08-02,10.0,<,Point,-79.540054,43.58561
6622,2,Sunnyside Beach,20W,2019-08-01,10.0,<,Point,-79.45564,43.637165
6637,1,Marie Curtis Park East Beach,29W,2019-07-30,1000.0,>,Point,-79.539696,43.58592
6638,1,Marie Curtis Park East Beach,33W,2019-07-30,1000.0,>,Point,-79.540886,43.58486
6639,1,Marie Curtis Park East Beach,32W,2019-07-30,1000.0,>,Point,-79.54056,43.58511
6641,1,Marie Curtis Park East Beach,30W,2019-07-30,1000.0,>,Point,-79.540054,43.58561
6646,2,Sunnyside Beach,20W,2019-07-30,1000.0,>,Point,-79.45564,43.637165
6647,2,Sunnyside Beach,21W,2019-07-30,1000.0,>,Point,-79.45753,43.63711
6648,2,Sunnyside Beach,22W,2019-07-30,1000.0,>,Point,-79.46005,43.636723
6650,1,Marie Curtis Park East Beach,33W,2019-07-29,10.0,<,Point,-79.540886,43.58486
6651,1,Marie Curtis Park East Beach,32W,2019-07-29,10.0,<,Point,-79.54056,43.58511
6652,1,Marie Curtis Park East Beach,31W,2019-07-29,10.0,<,Point,-79.54039,43.585304
6684,2,Sunnyside Beach,22W,2019-07-27,10.0,<10,Point,-79.46005,43.636723
6698,1,Marie Curtis Park East Beach,33W,2019-07-25,10.0,<,Point,-79.540886,43.58486
6699,1,Marie Curtis Park East Beach,32W,2019-07-25,10.0,<,Point,-79.54056,43.58511
6703,2,Sunnyside Beach,17W,2019-07-25,10.0,<,Point,-79.451,43.63639
6710,1,Marie Curtis Park East Beach,33W,2019-07-24,10.0,<,Point,-79.540886,43.58486
6734,1,Marie Curtis Park East Beach,33W,2019-07-22,10.0,<,Point,-79.540886,43.58486
6740,2,Sunnyside Beach,18W,2019-07-22,10.0,<,Point,-79.45267,43.636612
6799,2,Sunnyside Beach,17W,2019-07-17,1000.0,>,Point,-79.451,43.63639
6800,2,Sunnyside Beach,18W,2019-07-17,1000.0,>,Point,-79.45267,43.636612
6801,2,Sunnyside Beach,19W,2019-07-17,1000.0,>,Point,-79.45411,43.63711
6802,2,Sunnyside Beach,20W,2019-07-17,1000.0,>,Point,-79.45564,43.637165
6803,2,Sunnyside Beach,21W,2019-07-17,1000.0,>,Point,-79.45753,43.63711
6804,2,Sunnyside Beach,22W,2019-07-17,1000.0,>,Point,-79.46005,43.636723
6825,2,Sunnyside Beach,19W,2019-07-15,1000.0,>,Point,-79.45411,43.63711
6826,2,Sunnyside Beach,20W,2019-07-15,1000.0,>,Point,-79.45564,43.637165
6827,2,Sunnyside Beach,21W,2019-07-15,1000.0,>,Point,-79.45753,43.63711
6828,2,Sunnyside Beach,22W,2019-07-15,1000.0,>,Point,-79.46005,43.636723
6831,1,Marie Curtis Park East Beach,32W,2019-07-14,10.0,<10,Point,-79.54056,43.58511
6832,1,Marie Curtis Park East Beach,31W,2019-07-14,10.0,<10,Point,-79.54039,43.585304
6833,1,Marie Curtis Park East Beach,30W,2019-07-14,10.0,<10,Point,-79.540054,43.58561
6848,2,Sunnyside Beach,18W,2019-07-13,10.0,<10,Point,-79.45267,43.636612
6852,2,Sunnyside Beach,22W,2019-07-13,10.0,<10,Point,-79.46005,43.636723
6855,1,Marie Curtis Park East Beach,32W,2019-07-12,10.0,<,Point,-79.54056,43.58511
6856,1,Marie Curtis Park East Beach,31W,2019-07-12,10.0,<,Point,-79.54039,43.585304
6857,1,Marie Curtis Park East Beach,30W,2019-07-12,10.0,<,Point,-79.540054,43.58561
6860,2,Sunnyside Beach,18W,2019-07-12,10.0,<,Point,-79.45267,43.636612
6865,1,Marie Curtis Park East Beach,29W,2019-07-11,10.0,<,Point,-79.539696,43.58592
6866,1,Marie Curtis Park East Beach,33W,2019-07-11,10.0,<,Point,-79.540886,43.58486
6872,2,Sunnyside Beach,18W,2019-07-11,10.0,<,Point,-79.45267,43.636612
6877,1,Marie Curtis Park East Beach,29W,2019-07-10,10.0,<,Point,-79.539696,43.58592
6878,1,Marie Curtis Park East Beach,33W,2019-07-10,10.0,<,Point,-79.540886,43.58486
6879,1,Marie Curtis Park East Beach,32W,2019-07-10,10.0,<,Point,-79.54056,43.58511
6880,1,Marie Curtis Park East Beach,31W,2019-07-10,10.0,<,Point,-79.54039,43.585304
6888,2,Sunnyside Beach,22W,2019-07-10,10.0,<,Point,-79.46005,43.636723
6891,1,Marie Curtis Park East Beach,32W,2019-07-09,10.0,<,Point,-79.54056,43.58511
6896,2,Sunnyside Beach,18W,2019-07-09,10.0,<,Point,-79.45267,43.636612
6903,1,Marie Curtis Park East Beach,32W,2019-07-08,1000.0,>,Point,-79.54056,43.58511
6943,2,Sunnyside Beach,17W,2019-07-05,10.0,<,Point,-79.451,43.63639
6944,2,Sunnyside Beach,18W,2019-07-05,10.0,<,Point,-79.45267,43.636612
6946,2,Sunnyside Beach,20W,2019-07-05,10.0,<,Point,-79.45564,43.637165
6952,1,Marie Curtis Park East Beach,31W,2019-07-04,10.0,<,Point,-79.54039,43.585304
6967,2,Sunnyside Beach,17W,2019-07-03,10.0,<,Point,-79.451,43.63639
6969,2,Sunnyside Beach,19W,2019-07-03,10.0,<,Point,-79.45411,43.63711
6970,2,Sunnyside Beach,20W,2019-07-03,10.0,<,Point,-79.45564,43.637165
6975,1,Marie Curtis Park East Beach,32W,2019-07-02,10.0,<,Point,-79.54056,43.58511
6985,1,Marie Curtis Park East Beach,29W,2019-07-01,10.0,<,Point,-79.539696,43.58592
6987,1,Marie Curtis Park East Beach,32W,2019-07-01,10.0,<,Point,-79.54056,43.58511
6988,1,Marie Curtis Park East Beach,31W,2019-07-01,10.0,<,Point,-79.54039,43.585304
6991,2,Sunnyside Beach,17W,2019-07-01,10.0,<,Point,-79.451,43.63639
6993,2,Sunnyside Beach,19W,2019-07-01,10.0,<,Point,-79.45411,43.63711
7022,1,Marie Curtis Park East Beach,33W,2019-06-28,10.0,<,Point,-79.540886,43.58486
7024,1,Marie Curtis Park East Beach,31W,2019-06-28,10.0,<,Point,-79.54039,43.585304
7025,1,Marie Curtis Park East Beach,30W,2019-06-28,10.0,<,Point,-79.540054,43.58561
7054,2,Sunnyside Beach,20W,2019-06-26,1000.0,>,Point,-79.45564,43.637165
7069,1,Marie Curtis Park East Beach,29W,2019-06-24,10.0,<,Point,-79.539696,43.58592
7070,1,Marie Curtis Park East Beach,33W,2019-06-24,10.0,<,Point,-79.540886,43.58486
7071,1,Marie Curtis Park East Beach,32W,2019-06-24,10.0,<,Point,-79.54056,43.58511
7074,2,Sunnyside Beach,22W,2019-06-24,10.0,<,Point,-79.46005,43.636723
7078,2,Sunnyside Beach,20W,2019-06-24,10.0,<,Point,-79.45564,43.637165
7079,2,Sunnyside Beach,21W,2019-06-24,10.0,<,Point,-79.45753,43.63711
7086,2,Sunnyside Beach,22W,2019-06-23,10.0,<10,Point,-79.46005,43.636723
7087,2,Sunnyside Beach,17W,2019-06-23,10.0,<10,Point,-79.451,43.63639
7088,2,Sunnyside Beach,18W,2019-06-23,10.0,<10,Point,-79.45267,43.636612
7100,2,Sunnyside Beach,18W,2019-06-22,10.0,<10,Point,-79.45267,43.636612
7101,2,Sunnyside Beach,19W,2019-06-22,10.0,<10,Point,-79.45411,43.63711
7118,1,Marie Curtis Park East Beach,33W,2019-06-20,10.0,<,Point,-79.540886,43.58486
7120,1,Marie Curtis Park East Beach,31W,2019-06-20,10.0,<,Point,-79.54039,43.585304
7121,1,Marie Curtis Park East Beach,30W,2019-06-20,10.0,<,Point,-79.540054,43.58561
7126,2,Sunnyside Beach,20W,2019-06-20,10.0,<,Point,-79.45564,43.637165
7129,1,Marie Curtis Park East Beach,29W,2019-06-19,10.0,<,Point,-79.539696,43.58592
7130,1,Marie Curtis Park East Beach,33W,2019-06-19,10.0,<,Point,-79.540886,43.58486
7133,1,Marie Curtis Park East Beach,30W,2019-06-19,10.0,<,Point,-79.540054,43.58561
7137,2,Sunnyside Beach,19W,2019-06-19,10.0,<,Point,-79.45411,43.63711
7142,1,Marie Curtis Park East Beach,33W,2019-06-18,10.0,<,Point,-79.540886,43.58486
7147,2,Sunnyside Beach,17W,2019-06-18,10.0,<,Point,-79.451,43.63639
7148,2,Sunnyside Beach,18W,2019-06-18,10.0,<,Point,-79.45267,43.636612
7153,1,Marie Curtis Park East Beach,29W,2019-06-17,10.0,<,Point,-79.539696,43.58592
7154,1,Marie Curtis Park East Beach,33W,2019-06-17,10.0,<,Point,-79.540886,43.58486
7155,1,Marie Curtis Park East Beach,32W,2019-06-17,10.0,<,Point,-79.54056,43.58511
7156,1,Marie Curtis Park East Beach,31W,2019-06-17,10.0,<,Point,-79.54039,43.585304
7157,1,Marie Curtis Park East Beach,30W,2019-06-17,10.0,<,Point,-79.540054,43.58561
7159,2,Sunnyside Beach,17W,2019-06-17,10.0,<,Point,-79.451,43.63639
7163,2,Sunnyside Beach,21W,2019-06-17,10.0,<,Point,-79.45753,43.63711
7173,2,Sunnyside Beach,19W,2019-06-16,10.0,<10,Point,-79.45411,43.63711
7197,2,Sunnyside Beach,19W,2019-06-14,10.0,<,Point,-79.45411,43.63711
7218,2,Sunnyside Beach,22W,2019-06-12,10.0,<,Point,-79.46005,43.636723
7223,2,Sunnyside Beach,21W,2019-06-12,10.0,<,Point,-79.45753,43.63711
7225,1,Marie Curtis Park East Beach,29W,2019-06-11,10.0,<,Point,-79.539696,43.58592
7226,1,Marie Curtis Park East Beach,33W,2019-06-11,10.0,<,Point,-79.540886,43.58486
7227,1,Marie Curtis Park East Beach,32W,2019-06-11,10.0,<,Point,-79.54056,43.58511
7228,1,Marie Curtis Park East Beach,31W,2019-06-11,10.0,<,Point,-79.54039,43.585304
7229,1,Marie Curtis Park East Beach,30W,2019-06-11,10.0,<,Point,-79.540054,43.58561
7230,2,Sunnyside Beach,22W,2019-06-11,10.0,<,Point,-79.46005,43.636723
7234,2,Sunnyside Beach,20W,2019-06-11,10.0,<,Point,-79.45564,43.637165
7246,2,Sunnyside Beach,20W,2019-06-10,10.0,<,Point,-79.45564,43.637165
7249,1,Marie Curtis Park East Beach,29W,2019-06-09,10.0,<10,Point,-79.539696,43.58592
7250,1,Marie Curtis Park East Beach,33W,2019-06-09,10.0,<10,Point,-79.540886,43.58486
7254,2,Sunnyside Beach,22W,2019-06-09,10.0,<10,Point,-79.46005,43.636723
7255,2,Sunnyside Beach,17W,2019-06-09,10.0,<10,Point,-79.451,43.63639
7257,2,Sunnyside Beach,19W,2019-06-09,10.0,<10,Point,-79.45411,43.63711
7259,2,Sunnyside Beach,21W,2019-06-09,10.0,<10,Point,-79.45753,43.63711
7261,1,Marie Curtis Park East Beach,29W,2019-06-08,10.0,<10,Point,-79.539696,43.58592
7264,1,Marie Curtis Park East Beach,31W,2019-06-08,10.0,<10,Point,-79.54039,43.585304
7268,2,Sunnyside Beach,18W,2019-06-08,10.0,<10,Point,-79.45267,43.636612
7269,2,Sunnyside Beach,19W,2019-06-08,10.0,<10,Point,-79.45411,43.63711
7282,2,Sunnyside Beach,20W,2019-06-07,10.0,<,Point,-79.45564,43.637165
7287,1,Marie Curtis Park East Beach,32W,2019-06-06,10.0,<,Point,-79.54056,43.58511
7300,1,Marie Curtis Park East Beach,31W,2019-06-05,10.0,<,Point,-79.54039,43.585304
7304,2,Sunnyside Beach,18W,2019-06-05,10.0,<,Point,-79.45267,43.636612
7306,2,Sunnyside Beach,20W,2019-06-05,10.0,<,Point,-79.45564,43.637165
7310,1,Marie Curtis Park East Beach,33W,2019-06-04,10.0,<,Point,-79.540886,43.58486
7314,2,Sunnyside Beach,22W,2019-06-04,10.0,<,Point,-79.46005,43.636723
7316,2,Sunnyside Beach,18W,2019-06-04,10.0,<,Point,-79.45267,43.636612
7317,2,Sunnyside Beach,19W,2019-06-04,10.0,<,Point,-79.45411,43.63711
7318,2,Sunnyside Beach,20W,2019-06-04,10.0,<,Point,-79.45564,43.637165
7319,2,Sunnyside Beach,21W,2019-06-04,10.0,<,Point,-79.45753,43.63711
7321,1,Marie Curtis Park East Beach,29W,2019-06-03,10.0,<,Point,-79.539696,43.58592
7322,1,Marie Curtis Park East Beach,33W,2019-06-03,10.0,<,Point,-79.540886,43.58486
7323,1,Marie Curtis Park East Beach,32W,2019-06-03,10.0,<,Point,-79.54056,43.58511
7324,1,Marie Curtis Park East Beach,31W,2019-06-03,10.0,<,Point,-79.54039,43.585304
7326,2,Sunnyside Beach,22W,2019-06-03,10.0,<,Point,-79.46005,43.636723
7328,2,Sunnyside Beach,18W,2019-06-03,10.0,<,Point,-79.45267,43.636612
7329,2,Sunnyside Beach,19W,2019-06-03,10.0,<,Point,-79.45411,43.63711
7330,2,Sunnyside Beach,20W,2019-06-03,10.0,<,Point,-79.45564,43.637165
7340,2,Sunnyside Beach,18W,2019-06-02,10.0,<10,Point,-79.45267,43.636612
7341,2,Sunnyside Beach,19W,2019-06-02,10.0,<10,Point,-79.45411,43.63711
7345,1,Marie Curtis Park East Beach,29W,2019-06-01,10.0,<10,Point,-79.539696,43.58592
7349,1,Marie Curtis Park East Beach,30W,2019-06-01,10.0,<10,Point,-79.540054,43.58561
7351,2,Sunnyside Beach,17W,2019-06-01,10.0,<10,Point,-79.451,43.63639
7352,2,Sunnyside Beach,18W,2019-06-01,10.0,<10,Point,-79.45267,43.636612
7353,2,Sunnyside Beach,19W,2019-06-01,10.0,<10,Point,-79.45411,43.63711
7358,1,Marie Curtis Park East Beach,33W,2019-05-31,10.0,<,Point,-79.540886,43.58486
7361,1,Marie Curtis Park East Beach,30W,2019-05-31,10.0,<,Point,-79.540054,43.58561
7362,2,Sunnyside Beach,22W,2019-05-31,10.0,<,Point,-79.46005,43.636723
7374,2,Sunnyside Beach,22W,2019-05-30,10.0,<,Point,-79.46005,43.636723
7376,2,Sunnyside Beach,18W,2019-05-30,10.0,<,Point,-79.45267,43.636612
7379,2,Sunnyside Beach,21W,2019-05-30,10.0,<,Point,-79.45753,43.63711
7412,2,Sunnyside Beach,18W,2019-05-27,10.0,<,Point,-79.45267,43.636612
7413,2,Sunnyside Beach,19W,2019-05-27,10.0,<,Point,-79.45411,43.63711
7415,2,Sunnyside Beach,21W,2019-05-27,10.0,<,Point,-79.45753,43.63711
7417,1,Marie Curtis Park East Beach,29W,2019-05-26,10.0,<10,Point,-79.539696,43.58592
7418,1,Marie Curtis Park East Beach,33W,2019-05-26,10.0,<10,Point,-79.540886,43.58486
7419,1,Marie Curtis Park East Beach,32W,2019-05-26,10.0,<10,Point,-79.54056,43.58511
7420,1,Marie Curtis Park East Beach,31W,2019-05-26,10.0,<10,Point,-79.54039,43.585304
7421,1,Marie Curtis Park East Beach,30W,2019-05-26,10.0,<10,Point,-79.540054,43.58561
7430,1,Marie Curtis Park East Beach,33W,2019-05-25,10.0,<10,Point,-79.540886,43.58486
7431,1,Marie Curtis Park East Beach,32W,2019-05-25,10.0,<10,Point,-79.54056,43.58511
7435,2,Sunnyside Beach,17W,2019-05-25,10.0,<10,Point,-79.451,43.63639
7436,2,Sunnyside Beach,18W,2019-05-25,10.0,<10,Point,-79.45267,43.636612
7438,2,Sunnyside Beach,20W,2019-05-25,10.0,<10,Point,-79.45564,43.637165
7439,2,Sunnyside Beach,21W,2019-05-25,10.0,<10,Point,-79.45753,43.63711
7441,1,Marie Curtis Park East Beach,29W,2019-05-24,10.0,<,Point,-79.539696,43.58592
7442,1,Marie Curtis Park East Beach,33W,2019-05-24,10.0,<,Point,-79.540886,43.58486
7443,1,Marie Curtis Park East Beach,32W,2019-05-24,10.0,<,Point,-79.54056,43.58511
7444,1,Marie Curtis Park East Beach,31W,2019-05-24,10.0,<,Point,-79.54039,43.585304
7445,1,Marie Curtis Park East Beach,30W,2019-05-24,10.0,<,Point,-79.540054,43.58561
7446,2,Sunnyside Beach,22W,2019-05-24,10.0,<,Point,-79.46005,43.636723
7447,2,Sunnyside Beach,17W,2019-05-24,10.0,<,Point,-79.451,43.63639
7448,2,Sunnyside Beach,18W,2019-05-24,10.0,<,Point,-79.45267,43.636612
7449,2,Sunnyside Beach,19W,2019-05-24,10.0,<,Point,-79.45411,43.63711
7451,2,Sunnyside Beach,21W,2019-05-24,10.0,<,Point,-79.45753,43.63711
7461,2,Sunnyside Beach,19W,2019-05-23,10.0,<,Point,-79.45411,43.63711
7463,2,Sunnyside Beach,21W,2019-05-23,10.0,<,Point,-79.45753,43.63711
7465,1,Marie Curtis Park East Beach,29W,2019-05-22,10.0,<,Point,-79.539696,43.58592
7469,1,Marie Curtis Park East Beach,30W,2019-05-22,10.0,<,Point,-79.540054,43.58561
7471,2,Sunnyside Beach,17W,2019-05-22,10.0,<,Point,-79.451,43.63639
7473,2,Sunnyside Beach,19W,2019-05-22,10.0,<,Point,-79.45411,43.63711
7474,2,Sunnyside Beach,20W,2019-05-22,10.0,<,Point,-79.45564,43.637165
7480,1,Marie Curtis Park East Beach,31W,2019-05-21,10.0,<,Point,-79.54039,43.585304
7482,2,Sunnyside Beach,22W,2019-05-21,10.0,<,Point,-79.46005,43.636723
7493,1,Marie Curtis Park East Beach,30W,2018-09-03,10.0,<,Point,-79.540054,43.58561
7518,2,Sunnyside Beach,22W,2018-09-01,10.0,<10,Point,-79.46005,43.636723
7524,2,Sunnyside Beach,19W,2018-09-01,10.0,<10,Point,-79.45411,43.63711
7530,2,Sunnyside Beach,22W,2018-08-31,10.0,<,Point,-79.46005,43.636723
7534,2,Sunnyside Beach,21W,2018-08-31,10.0,<,Point,-79.45753,43.63711
7537,1,Marie Curtis Park East Beach,29W,2018-08-30,10.0,<,Point,-79.539696,43.58592
7538,1,Marie Curtis Park East Beach,33W,2018-08-30,10.0,<,Point,-79.540886,43.58486
7539,1,Marie Curtis Park East Beach,32W,2018-08-30,10.0,<,Point,-79.54056,43.58511
7541,1,Marie Curtis Park East Beach,30W,2018-08-30,10.0,<,Point,-79.540054,43.58561
7568,2,Sunnyside Beach,18W,2018-08-28,1000.0,>,Point,-79.45267,43.636612
7572,2,Sunnyside Beach,19W,2018-08-28,1000.0,>,Point,-79.45411,43.63711
7574,1,Marie Curtis Park East Beach,33W,2018-08-27,1000.0,>,Point,-79.540886,43.58486
7575,1,Marie Curtis Park East Beach,32W,2018-08-27,1000.0,>,Point,-79.54056,43.58511
7576,1,Marie Curtis Park East Beach,31W,2018-08-27,1000.0,>,Point,-79.54039,43.585304
7584,2,Sunnyside Beach,19W,2018-08-27,1000.0,>,Point,-79.45411,43.63711
7634,1,Marie Curtis Park East Beach,33W,2018-08-22,1000.0,>,Point,-79.540886,43.58486
7635,1,Marie Curtis Park East Beach,32W,2018-08-22,1000.0,>,Point,-79.54056,43.58511
7636,1,Marie Curtis Park East Beach,31W,2018-08-22,1000.0,>,Point,-79.54039,43.585304
7649,1,Marie Curtis Park East Beach,30W,2018-08-21,1000.0,>,Point,-79.540054,43.58561
7652,2,Sunnyside Beach,18W,2018-08-21,1000.0,>,Point,-79.45267,43.636612
7693,1,Marie Curtis Park East Beach,29W,2018-08-17,1000.0,>1000,Point,-79.539696,43.58592
7694,1,Marie Curtis Park East Beach,33W,2018-08-17,1000.0,>1000,Point,-79.540886,43.58486
7695,1,Marie Curtis Park East Beach,32W,2018-08-17,1000.0,>1000,Point,-79.54056,43.58511
7696,1,Marie Curtis Park East Beach,31W,2018-08-17,1000.0,>1000,Point,-79.54039,43.585304
7697,1,Marie Curtis Park East Beach,30W,2018-08-17,1000.0,>1000,Point,-79.540054,43.58561
7700,2,Sunnyside Beach,18W,2018-08-17,1000.0,>1000,Point,-79.45267,43.636612
7703,2,Sunnyside Beach,19W,2018-08-17,1000.0,>1000,Point,-79.45411,43.63711
7705,1,Marie Curtis Park East Beach,29W,2018-08-16,10.0,<,Point,-79.539696,43.58592
7706,1,Marie Curtis Park East Beach,33W,2018-08-16,10.0,<,Point,-79.540886,43.58486
7707,1,Marie Curtis Park East Beach,32W,2018-08-16,10.0,<,Point,-79.54056,43.58511
7708,1,Marie Curtis Park East Beach,31W,2018-08-16,10.0,<,Point,-79.54039,43.585304
7709,1,Marie Curtis Park East Beach,30W,2018-08-16,10.0,<,Point,-79.540054,43.58561
7721,1,Marie Curtis Park East Beach,30W,2018-08-15,10.0,<,Point,-79.540054,43.58561
7754,1,Marie Curtis Park East Beach,33W,2018-08-12,10.0,<10,Point,-79.540886,43.58486
7755,1,Marie Curtis Park East Beach,32W,2018-08-12,10.0,<10,Point,-79.54056,43.58511
7756,1,Marie Curtis Park East Beach,31W,2018-08-12,10.0,<10,Point,-79.54039,43.585304
7773,2,Sunnyside Beach,21W,2018-08-11,10.0,<10,Point,-79.45753,43.63711
7794,2,Sunnyside Beach,22W,2018-08-09,1000.0,>,Point,-79.46005,43.636723
7805,1,Marie Curtis Park East Beach,30W,2018-08-08,1000.0,>,Point,-79.540054,43.58561
7806,2,Sunnyside Beach,22W,2018-08-08,1000.0,>,Point,-79.46005,43.636723
7809,2,Sunnyside Beach,21W,2018-08-08,1000.0,>,Point,-79.45753,43.63711
7812,2,Sunnyside Beach,20W,2018-08-08,1000.0,>,Point,-79.45564,43.637165
7813,1,Marie Curtis Park East Beach,29W,2018-08-07,1000.0,>,Point,-79.539696,43.58592
7814,1,Marie Curtis Park East Beach,33W,2018-08-07,1000.0,>,Point,-79.540886,43.58486
7815,1,Marie Curtis Park East Beach,32W,2018-08-07,1000.0,>,Point,-79.54056,43.58511
7816,1,Marie Curtis Park East Beach,31W,2018-08-07,1000.0,>,Point,-79.54039,43.585304
7817,1,Marie Curtis Park East Beach,30W,2018-08-07,1000.0,>,Point,-79.540054,43.58561
7829,1,Marie Curtis Park East Beach,30W,2018-08-06,10.0,<,Point,-79.540054,43.58561
7839,1,Marie Curtis Park East Beach,32W,2018-08-05,10.0,<10,Point,-79.54056,43.58511
7840,1,Marie Curtis Park East Beach,31W,2018-08-05,10.0,<10,Point,-79.54039,43.585304
7841,1,Marie Curtis Park East Beach,30W,2018-08-05,10.0,<10,Point,-79.540054,43.58561
7850,1,Marie Curtis Park East Beach,33W,2018-08-04,10.0,<10,Point,-79.540886,43.58486
7851,1,Marie Curtis Park East Beach,32W,2018-08-04,10.0,<10,Point,-79.54056,43.58511
7897,1,Marie Curtis Park East Beach,29W,2018-07-31,10.0,<,Point,-79.539696,43.58592
7907,2,Sunnyside Beach,19W,2018-07-31,10.0,<,Point,-79.45411,43.63711
7922,1,Marie Curtis Park East Beach,33W,2018-07-29,10.0,<10,Point,-79.540886,43.58486
7923,1,Marie Curtis Park East Beach,32W,2018-07-29,10.0,<10,Point,-79.54056,43.58511
7946,1,Marie Curtis Park East Beach,33W,2018-07-27,1000.0,>,Point,-79.540886,43.58486
7947,1,Marie Curtis Park East Beach,32W,2018-07-27,1000.0,>,Point,-79.54056,43.58511
7948,1,Marie Curtis Park East Beach,31W,2018-07-27,1000.0,>,Point,-79.54039,43.585304
7949,1,Marie Curtis Park East Beach,30W,2018-07-27,1000.0,>,Point,-79.540054,43.58561
7983,1,Marie Curtis Park East Beach,32W,2018-07-24,10.0,<,Point,-79.54056,43.58511
7984,1,Marie Curtis Park East Beach,31W,2018-07-24,10.0,<,Point,-79.54039,43.585304
7986,2,Sunnyside Beach,22W,2018-07-24,10.0,<,Point,-79.46005,43.636723
8015,2,Sunnyside Beach,19W,2018-07-22,10.0,<10,Point,-79.45411,43.63711
8017,1,Marie Curtis Park East Beach,29W,2018-07-21,10.0,<10,Point,-79.539696,43.58592
8061,2,Sunnyside Beach,21W,2018-07-18,10.0,<,Point,-79.45753,43.63711
8077,1,Marie Curtis Park East Beach,29W,2018-07-16,10.0,<,Point,-79.539696,43.58592
8079,1,Marie Curtis Park East Beach,32W,2018-07-16,10.0,<,Point,-79.54056,43.58511
8080,1,Marie Curtis Park East Beach,31W,2018-07-16,10.0,<,Point,-79.54039,43.585304
8081,1,Marie Curtis Park East Beach,30W,2018-07-16,10.0,<,Point,-79.540054,43.58561
8089,1,Marie Curtis Park East Beach,29W,2018-07-15,10.0,<10,Point,-79.539696,43.58592
8090,1,Marie Curtis Park East Beach,33W,2018-07-15,10.0,<10,Point,-79.540886,43.58486
8092,1,Marie Curtis Park East Beach,31W,2018-07-15,10.0,<10,Point,-79.54039,43.585304
8093,1,Marie Curtis Park East Beach,30W,2018-07-15,10.0,<10,Point,-79.540054,43.58561
8115,1,Marie Curtis Park East Beach,32W,2018-07-13,1000.0,>,Point,-79.54056,43.58511
8121,2,Sunnyside Beach,21W,2018-07-13,10.0,<,Point,-79.45753,43.63711
8142,2,Sunnyside Beach,22W,2018-07-11,1000.0,>,Point,-79.46005,43.636723
8145,2,Sunnyside Beach,21W,2018-07-11,10.0,<,Point,-79.45753,43.63711
8148,2,Sunnyside Beach,20W,2018-07-11,10.0,<,Point,-79.45564,43.637165
8192,2,Sunnyside Beach,18W,2018-07-07,10.0,<10,Point,-79.45267,43.636612
8193,2,Sunnyside Beach,21W,2018-07-07,10.0,<10,Point,-79.45753,43.63711
8227,2,Sunnyside Beach,17W,2018-07-04,10.0,<,Point,-79.451,43.63639
8228,2,Sunnyside Beach,18W,2018-07-04,10.0,<,Point,-79.45267,43.636612
8235,1,Marie Curtis Park East Beach,32W,2018-07-03,10.0,<,Point,-79.54056,43.58511
8236,1,Marie Curtis Park East Beach,31W,2018-07-03,10.0,<,Point,-79.54039,43.585304
8237,1,Marie Curtis Park East Beach,30W,2018-07-03,10.0,<,Point,-79.540054,43.58561
8245,1,Marie Curtis Park East Beach,29W,2018-07-02,10.0,<,Point,-79.539696,43.58592
